CLASS,LON,LAT
deci_broad,107.501047,33.666223
deci_broad,107.464193,33.645042
deci_broad,107.69687,33.59538
deci_broad,107.644827,33.560248
deci_broad,107.45127,33.64401
deci_broad,107.474573,33.656717
deci_broad,107.543367,33.66429
deci_broad,107.704948,33.568323
deci_broad,107.565312,33.680472
deci_broad,107.507934,33.681175
deci_broad,107.685888,33.624408
deci_broad,107.59821,33.59738
deci_broad,107.7011,33.5824
deci_broad,107.707,33.5866
deci_broad,107.7068,33.5924
deci_broad,107.69066,33.59873
deci_broad,107.70358,33.59387
deci_broad,107.658423,33.592645
deci_broad,107.68207,33.60802
deci_broad,107.55107,33.65961
deci_broad,107.6641,33.6104
deci_broad,107.653133,33.592456
deci_broad,107.671206,33.608071
deci_broad,107.65009,33.611524
deci_broad,107.68252,33.61818
deci_broad,107.663692,33.619357
deci_broad,107.66122,33.62262
deci_broad,107.72248,33.447592
deci_broad,107.644208,33.553678
deci_broad,107.6458,33.531257
deci_broad,107.666094,33.534636
deci_broad,107.645797,33.531256
deci_broad,107.705028,33.568456
deci_broad,107.675128,33.564147
deci_broad,107.665083,33.513823
deci_broad,107.686242,33.617897
deci_broad,107.6843,33.604162
deci_broad,107.703761,33.533139
deci_broad,107.665069,33.631839
deci_broad,107.645828,33.535378
deci_broad,107.588418,33.67768
deci_broad,107.695019,33.498858
deci_broad,107.482862,33.667958
deci_broad,107.66608,33.521102
deci_broad,107.722152,33.44699
deci_broad,107.72248,33.447592
deci_broad,107.692502,33.515423
deci_broad,107.72769,33.44503
deci_broad,107.702078,33.560023
deci_broad,107.70589,33.58612
deci_broad,107.707243,33.530362
deci_broad,107.67474,33.56526
deci_broad,107.703223,33.531898
deci_broad,107.704878,33.560987
deci_broad,107.66483,33.530875
deci_broad,107.665083,33.513823
deci_broad,107.645357,33.53095
deci_broad,107.517992,33.665482
deci_broad,107.66581,33.534695
deci_broad,107.685442,33.603787
deci_broad,107.488978,33.6472
deci_broad,107.662457,33.592997
deci_broad,107.48941,33.636149
deci_broad,107.70166,33.571593
deci_broad,107.6648,33.61046
deci_broad,107.653593,33.515895
deci_broad,107.663903,33.610673
deci_broad,107.65928,33.591055
deci_broad,107.656423,33.567475
deci_broad,107.501047,33.666223
deci_broad,107.464193,33.645042
deci_broad,107.69687,33.59538
deci_broad,107.644827,33.560248
deci_broad,107.716163,33.48138
deci_broad,107.716173,33.481452
deci_broad,107.45127,33.64401
deci_broad,107.474573,33.656717
deci_broad,107.543367,33.66429
deci_broad,107.704948,33.568323
deci_broad,107.565312,33.680472
deci_broad,107.507934,33.681175
deci_broad,107.685888,33.624408
deci_broad,107.59821,33.59738
deci_broad,107.66086,33.52572
deci_broad,107.67573,33.53563
deci_broad,107.673139,33.542214
deci_broad,107.647383,33.531996
deci_broad,107.7011,33.5824
deci_broad,107.707,33.5866
deci_broad,107.7068,33.5924
deci_broad,107.69066,33.59873
deci_broad,107.5173,33.66844
deci_broad,107.6653,33.5939
deci_broad,107.70358,33.59387
deci_broad,107.51904,33.66101
deci_broad,107.50792,33.66451
deci_broad,107.616297,33.584868
deci_broad,107.4942,33.65181
deci_broad,107.658423,33.592645
deci_broad,107.68207,33.60802
deci_broad,107.660763,33.610959
deci_broad,107.653133,33.592456
deci_broad,107.671206,33.608071
deci_broad,107.47491,33.63712
deci_broad,107.65009,33.611524
deci_broad,107.68252,33.61818
deci_broad,107.663692,33.619357
deci_broad,107.5856,33.6783
deci_broad,107.66122,33.62262
deci_broad,107.6028,33.6774
deci_broad,107.60691,33.71779
deci_broad,107.667372,33.507792
deci_broad,107.668131,33.510362
deci_broad,107.68457,33.56124
deci_broad,107.66541,33.5664
deci_broad,107.68012,33.565521
deci_broad,107.65686,33.56785
deci_broad,107.72248,33.447592
deci_broad,107.670138,33.50593
deci_broad,107.665083,33.513823
deci_broad,107.69794,33.465423
deci_broad,107.70078,33.49396
deci_broad,107.70737,33.49808
deci_broad,107.70511,33.50511
deci_broad,107.6981,33.50311
deci_broad,107.6913,33.4878
deci_broad,107.687433,33.455495
deci_broad,107.695908,33.463757
deci_broad,107.66096,33.47633
deci_broad,107.709113,33.457508
deci_broad,107.72098,33.448267
deci_broad,107.724335,33.44638
deci_broad,107.72905,33.4442
deci_broad,107.691247,33.460612
deci_broad,107.72686,33.46361
deci_broad,107.72261,33.46264
deci_broad,107.666527,33.472862
deci_broad,107.666282,33.472127
deci_broad,107.669397,33.469485
deci_broad,107.73194,33.45655
deci_broad,107.64426,33.553617
deci_broad,107.664985,33.532737
deci_broad,107.6449,33.55506
deci_broad,107.663242,33.535158
deci_broad,107.666095,33.534638
deci_broad,107.669757,33.5345
deci_broad,107.67534,33.534773
deci_broad,107.670592,33.527305
deci_broad,107.643012,33.551765
deci_broad,107.63898,33.53752
deci_broad,107.64583,33.53538
deci_broad,107.70409,33.53406
deci_broad,107.71102,33.538327
deci_broad,107.642947,33.588638
deci_broad,107.638563,33.590988
deci_broad,107.655123,33.59373
deci_broad,107.69684,33.57795
deci_broad,107.659607,33.592833
deci_broad,107.68739,33.5948
deci_broad,107.69675,33.5953
deci_broad,107.696112,33.573602
deci_broad,107.697743,33.571022
deci_broad,107.703962,33.568568
deci_broad,107.70322,33.59491
deci_broad,107.70915,33.58927
deci_broad,107.70676,33.592633
deci_broad,107.681445,33.620857
deci_broad,107.687267,33.630352
deci_broad,107.689513,33.636172
deci_broad,107.6637,33.61863
deci_broad,107.66631,33.47217
deci_broad,107.665132,33.513823
deci_broad,107.66843,33.510475
deci_broad,107.667175,33.507842
deci_broad,107.670163,33.506086
deci_broad,107.67599,33.535028
deci_broad,107.669475,33.534452
deci_broad,107.6661,33.5346
deci_broad,107.672573,33.503905
deci_broad,107.670298,33.527588
deci_broad,107.70634,33.535473
deci_broad,107.666657,33.47285
deci_broad,107.660977,33.476307
deci_broad,107.703762,33.53314
deci_broad,107.7004,33.53068
deci_broad,107.711262,33.538743
deci_broad,106.664817,33.531245
deci_broad,107.690107,33.458898
deci_broad,107.703403,33.53223
deci_broad,107.64516,33.555147
deci_broad,107.69468,33.57523
deci_broad,107.770166,33.571593
deci_broad,107.705043,33.568327
deci_broad,107.698103,33.56394
deci_broad,107.69237,33.562397
deci_broad,107.65996,33.559935
deci_broad,107.645025,33.558185
deci_broad,107.644827,33.560248
deci_broad,107.728663,33.46715
deci_broad,107.71507,33.45337
deci_broad,107.720248,33.44907
deci_broad,107.723175,33.447123
deci_broad,107.72708,33.44551
deci_broad,107.444993,33.728327
deci_broad,107.66891,33.56569
deci_broad,107.66157,33.56633
deci_broad,107.68385,33.5635
deci_broad,107.646815,33.535567
deci_broad,106.67297,33.56521
deci_broad,107.639293,33.537493
deci_broad,107.70358,33.594515
deci_broad,107.70719,33.58674
deci_broad,107.68744,33.59493
deci_broad,107.658877,33.59292
deci_broad,107.69105,33.59576
deci_broad,107.69673,33.59502
deci_broad,107.66288,33.61158
deci_broad,107.6607,33.62295
deci_broad,107.685888,33.624408
deci_broad,107.715082,33.617302
deci_broad,107.69672,33.48856
deci_broad,107.706812,33.592562
deci_broad,107.69788,33.50253
deci_broad,107.70638,33.50561
deci_broad,107.70401,33.49582
deci_broad,107.70847,33.49854
deci_broad,107.66102,33.56646
deci_broad,107.66544,33.56632
deci_broad,107.66823,33.56572
deci_broad,107.72248,33.447592
deci_broad,107.69784,33.465423
deci_broad,107.687433,33.455495
deci_broad,107.700685,33.49393
deci_broad,107.666282,33.472126
deci_broad,107.6651,33.475172
deci_broad,,
deci_broad,107.671675,33.535212
deci_broad,107.71102,33.538327
deci_broad,107.703265,33.531985
deci_broad,107.70409,33.53406
deci_broad,107.70503,33.58458
deci_broad,107.70915,33.58927
deci_broad,107.69114,33.59569
deci_broad,7.710843,33.624772
deci_broad,107.6637,33.61863
deci_broad,107.66843,33.510475
deci_broad,107.664817,33.531245
deci_broad,107.664815,33.529012
deci_broad,107.670163,33.506086
deci_broad,107.711262,33.538743
deci_broad,107.703403,33.53223
deci_broad,107.66469,33.534987
deci_broad,107.663543,33.533722
deci_broad,107.66631,33.47217
deci_broad,107.665132,33.513823
deci_broad,107.671162,33.535328
deci_broad,107.70166,33.571593
deci_broad,107.7352,33.461773
deci_broad,107.720248,33.44907
deci_broad,107.723175,33.447123
deci_broad,107.698103,33.56394
deci_broad,107.69237,33.562397
deci_broad,107.705043,33.568327
deci_broad,107.642835,33.53622
deci_broad,107.66157,33.56633
deci_broad,107.70719,33.58674
deci_broad,107.69944,33.59003
deci_broad,107.69673,33.59502
deci_broad,107.66458,33.63016
deci_broad,107.6607,33.62295
deci_broad,107.66288,33.61158
deci_broad,107.70815,33.50364
deci_broad,107.70638,33.50561
deci_broad,107.70752,33.49832
deci_broad,107.50847,33.67298
deci_broad,107.50815,33.67621
deci_broad,107.50776,33.67962
deci_broad,107.50809,33.67621
deci_broad,107.54602,33.66147
deci_broad,107.55765,33.69604
deci_broad,107.5558,33.69988
deci_broad,107.55907,33.69281
deci_broad,107.5586,33.69473
deci_broad,107.5559,33.6293
deci_broad,107.5584,33.6275
deci_broad,107.5606,33.6291
deci_broad,107.5661,33.68316
deci_broad,107.56128,33.62925
deci_broad,107.56297,33.63018
deci_broad,107.56539,33.63003
deci_broad,107.56634,33.63017
deci_broad,107.56497,33.62753
deci_broad,107.56158,33.62503
deci_broad,107.56544,33.60672
deci_broad,107.57422,33.61472
deci_broad,107.57432,33.61644
deci_broad,107.57322,33.61687
deci_broad,107.57106,33.61814
deci_broad,107.58815,33.65246
deci_broad,107.58178,33.63514
deci_broad,107.58379,33.63231
deci_broad,107.57896,33.62163
deci_broad,107.57963,33.61715
deci_broad,107.58217,33.61816
deci_broad,107.58725,33.61881
deci_broad,107.57599,33.60498
deci_broad,107.58039,33.59999
deci_broad,107.59303,33.6637
deci_broad,107.6051,33.58938
deci_broad,107.60505,33.58713
deci_broad,107.59441,33.57425
deci_broad,107.60063,33.57526
deci_broad,107.60559,33.57733
deci_broad,107.61459,33.68705
deci_broad,107.604,33.5952
deci_broad,107.6087,33.5961
deci_broad,107.6131,33.6002
deci_broad,107.6138,33.6036
deci_broad,107.6093,33.5933
deci_broad,107.60734,33.58199
deci_broad,107.61473,33.58695
deci_broad,107.6199,33.58929
deci_broad,107.60661,33.57605
deci_broad,107.61268,33.57201
deci_broad,107.61549,33.57047
deci_broad,107.61725,33.57037
deci_broad,107.63672,33.70443
deci_broad,107.62719,33.62252
deci_broad,107.63743,33.61302
deci_broad,107.62287,33.58711
deci_broad,107.62423,33.58653
deci_broad,107.62819,33.58611
deci_broad,107.63297,33.55053
deci_broad,107.65119,33.61172
deci_broad,107.64831,33.61119
deci_broad,107.64599,33.61083
deci_broad,107.64921,33.59316
deci_broad,107.64832,33.59426
deci_broad,107.64611,33.59557
deci_broad,107.63935,33.59878
deci_broad,107.65176,33.59218
deci_broad,107.65101,33.59167
deci_broad,107.64219,33.58978
deci_broad,107.64474,33.5542
deci_broad,107.64255,33.5513
deci_broad,107.64617,33.54389
deci_broad,107.63798,33.53798
deci_broad,107.63504,33.53906
deci_broad,107.64505,33.51658
deci_broad,107.66092,33.65078
deci_broad,107.66368,33.65036
deci_broad,107.66459,33.65083
deci_broad,107.66273,33.6526
deci_broad,107.6633,33.61732
deci_broad,107.66513,33.61012
deci_broad,107.66442,33.61054
deci_broad,107.66213,33.61142
deci_broad,107.6575,33.61567
deci_broad,107.66481,33.59383
deci_broad,107.66496,33.59649
deci_broad,107.66377,33.60062
deci_broad,107.66306,33.60169
deci_broad,107.66268,33.59178
deci_broad,107.66227,33.5898
deci_broad,107.661,33.5748
deci_broad,107.66391,33.5744
deci_broad,107.6651,33.5742
deci_broad,107.66506,33.55801
deci_broad,107.66267,33.55803
deci_broad,107.65819,33.55963
deci_broad,107.65865,33.55974
deci_broad,107.65675,33.5606
deci_broad,107.65058,33.54729
deci_broad,107.65219,33.52969
deci_broad,107.65854,33.54008
deci_broad,107.65422,33.53776
deci_broad,107.65217,33.53674
deci_broad,107.68119,33.60657
deci_broad,107.67914,33.59214
deci_broad,107.68031,33.58962
deci_broad,107.67797,33.58973
deci_broad,107.67835,33.58843
deci_broad,107.67934,33.56917
deci_broad,107.67601,33.57019
deci_broad,107.67111,33.57288
deci_broad,107.66807,33.57325
deci_broad,107.68009,33.55367
deci_broad,107.67489,33.55656
deci_broad,107.66878,33.55719
deci_broad,107.66645,33.5575
deci_broad,107.67147,33.55394
deci_broad,107.6684,33.55196
deci_broad,107.66596,33.55081
deci_broad,107.67072,33.54605
deci_broad,107.6747,33.54207
deci_broad,107.67001,33.53453
deci_broad,107.66592,33.53468
deci_broad,107.66728,33.52741
deci_broad,107.68765,33.64923
deci_broad,107.6866,33.5918
deci_broad,107.6868,33.5954
deci_broad,107.6893,33.5978
deci_broad,107.6874,33.5993
deci_broad,107.6861,33.603
deci_broad,107.69073,33.58837
deci_broad,107.69231,33.5881
deci_broad,107.69052,33.58152
deci_broad,107.6873,33.57101
deci_broad,107.68991,33.57438
deci_broad,107.68397,33.54711
deci_broad,107.6875,33.5473
deci_broad,107.69122,33.54713
deci_broad,107.69477,33.54684
deci_broad,107.6944,33.5353
deci_broad,107.70124,33.6373
deci_broad,107.7067,33.6044
deci_broad,107.7072,33.6061
deci_broad,107.7115,33.6098
deci_broad,107.7106,33.6092
deci_broad,107.7114,33.6115
deci_broad,107.7126,33.6144
deci_broad,107.70835,33.59046
deci_broad,107.70819,33.5916
deci_broad,107.7052,33.59516
deci_broad,107.70698,33.59226
deci_broad,107.69875,33.57885
deci_broad,107.69875,33.57885
deci_broad,107.70869,33.58945
deci_broad,107.69596,33.57412
deci_broad,107.69923,33.57237
deci_broad,107.702,33.56592
deci_broad,107.69628,33.55904
deci_broad,107.70228,33.56003
deci_broad,107.70818,33.56322
deci_broad,107.69759,33.54238
deci_broad,107.70163,33.5438
deci_broad,107.70511,33.54445
deci_broad,107.70645,33.54526
deci_broad,107.7032,33.54748
deci_broad,107.696,33.5498
deci_broad,107.69789,33.52704
deci_broad,107.70175,33.52676
deci_broad,107.70323,33.52591
deci_broad,107.70413,33.56634
deci_broad,107.69805,33.50297
deci_broad,107.70349,33.50477
deci_broad,107.70463,33.50257
deci_broad,107.70565,33.49815
deci_broad,107.70313,33.49505
deci_broad,107.70061,33.4927
deci_broad,107.69809,33.4891
deci_broad,107.70463,33.48025
deci_broad,107.7162,33.6147
deci_broad,107.7162,33.6147
deci_broad,107.7182,33.6131
deci_broad,107.7158,33.6135
deci_broad,107.7142,33.6151
deci_broad,107.7128,33.6091
deci_broad,107.71312,33.59107
deci_broad,107.71402,33.59173
deci_broad,107.71905,33.59229
deci_broad,107.71791,33.59085
deci_broad,107.71121,33.56471
deci_broad,107.71254,33.56624
deci_broad,107.71574,33.56798
deci_broad,107.7186,33.57104
deci_broad,107.718,33.54397
deci_broad,107.71891,33.54447
deci_broad,107.72122,33.54653
deci_broad,107.7097,33.5102
deci_broad,107.7125,33.5091
deci_broad,107.7129,33.507
deci_broad,107.7173,33.5088
deci_broad,107.7159,33.5097
deci_broad,107.7125,33.5091
deci_broad,107.71545,33.48911
deci_broad,107.71479,33.49076
deci_broad,107.71499,33.49546
deci_broad,107.71477,33.48457
deci_broad,107.7153,33.48438
deci_broad,107.71564,33.46351
deci_broad,107.71358,33.47072
deci_broad,107.71263,33.4728
deci_broad,107.7134,33.4742
deci_broad,107.71282,33.47559
deci_broad,107.72017,33.46178
deci_broad,107.72655,33.46281
deci_broad,107.72851,33.46657
deci_broad,107.731,33.46948
deci_broad,107.73336,33.46682
deci_broad,107.7359,33.46256
deci_broad,107.72431,33.45397
deci_broad,107.73193,33.45666
deci_broad,107.7331,33.45935
